"ref_area","ref_area.label","source","source.label","indicator","indicator.label","time","obs_value","note_indicator","note_indicator.label","note_source","note_source.label"
"IDN","Indonesia","XX:8294","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",17.88,,,,
"IDN","Indonesia","XX:8294","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",6.28,,,,
"IDN","Indonesia","XX:8294","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",7,,,,
"IND","India","XX:8309","OS - Estimations based on the Employment-Unemployment Surveys","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",19.8,,,,
"IND","India","XX:8309","OS - Estimations based on the Employment-Unemployment Surveys","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",22.75,,,,
"IND","India","XX:8309","OS - Estimations based on the Employment-Unemployment Surveys","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",11.84,,,,
"IND","India","XX:8309","OS - Estimations based on the Employment-Unemployment Surveys","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",10.27,,,,
"IRL","Ireland","BA:405","LFS - Quarterly National Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2020",25.4,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"IRL","Ireland","BA:405","LFS - Quarterly National Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",24.85,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"IRL","Ireland","BA:405","LFS - Quarterly National Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",24.03,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"IRL","Ireland","BA:405","LFS - Quarterly National Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",24.15,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"IRL","Ireland","BA:405","LFS - Quarterly National Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",23.29,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"IRL","Ireland","BA:405","LFS - Quarterly National Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",25.2,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"IRL","Ireland","BA:405","LFS - Quarterly National Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",26.05,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"IRL","Ireland","BA:405","LFS - Quarterly National Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",28.36,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"IRL","Ireland","BA:405","LFS - Quarterly National Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",29.99,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"IRL","Ireland","BA:405","LFS - Quarterly National Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",31.7,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"IRL","Ireland","BA:405","LFS - Quarterly National Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",31.8,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ISL","Iceland","BA:321","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",91.42,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ISL","Iceland","BA:321","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",90.57,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ISL","Iceland","BA:321","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",90.81,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ISL","Iceland","BA:321","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",90.5,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ISL","Iceland","BA:321","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",91.62,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ISL","Iceland","BA:321","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",90.49,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ISL","Iceland","BA:321","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",90.24,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ISL","Iceland","BA:321","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",87.43,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ISL","Iceland","BA:321","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",86.27,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ISL","Iceland","BA:321","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",86.53,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ISR","Israel","BX:6648","HS - Social Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",25.09,,,,
"ISR","Israel","BX:6648","HS - Social Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",25.11,,,,
"ITA","Italy","FX:821","ADM - Administrative Records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",32.5,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ITA","Italy","FX:821","ADM - Administrative Records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",32.64,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ITA","Italy","FX:821","ADM - Administrative Records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",33.23,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ITA","Italy","FX:821","ADM - Administrative Records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",33.57,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ITA","Italy","FX:821","ADM - Administrative Records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",34.22,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ITA","Italy","FX:821","ADM - Administrative Records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",35.39,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ITA","Italy","FX:821","ADM - Administrative Records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",35.71,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ITA","Italy","FX:821","ADM - Administrative Records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",35.46,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ITA","Italy","FX:821","ADM - Administrative Records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",35.14,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ITA","Italy","FX:821","ADM - Administrative Records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",35.32,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"JPN","Japan","DA:261","ES - Basic Survey on Labour Unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",16.8,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"JPN","Japan","DA:261","ES - Basic Survey on Labour Unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",16.96,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"JPN","Japan","DA:261","ES - Basic Survey on Labour Unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",17.15,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"JPN","Japan","DA:261","ES - Basic Survey on Labour Unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",17.35,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"JPN","Japan","DA:261","ES - Basic Survey on Labour Unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",17.52,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"JPN","Japan","DA:261","ES - Basic Survey on Labour Unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",17.6,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"JPN","Japan","DA:261","ES - Basic Survey on Labour Unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",17.78,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"JPN","Japan","DA:261","ES - Basic Survey on Labour Unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",17.97,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"JPN","Japan","DA:261","ES - Basic Survey on Labour Unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",18.99,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"JPN","Japan","DA:261","ES - Basic Survey on Labour Unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",18.4,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"KAZ","Kazakhstan","BA:632","LFS - Sample Survey of Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",46.92,,,,
"KAZ","Kazakhstan","BA:632","LFS - Sample Survey of Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",49.2,,,,
"KAZ","Kazakhstan","BA:632","LFS - Sample Survey of Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",39.2,,,,
"KAZ","Kazakhstan","BA:632","LFS - Sample Survey of Employment","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",39.75,,,,
"KEN","Kenya","BB:7021","HIES - Household Budget Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",9.7,,,,
"KEN","Kenya","BB:7021","HIES - Household Budget Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",9.33,,,,
"KHM","Cambodia","BA:1321","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",9.63,,,,
"KOR","Korea, Republic of","FI:8268","ADM-RWO - Annual Survey of unions and union members","ILR_TUMT_NOC_RT","Trade union density rate (%)","2020",12.37,,,,
"KOR","Korea, Republic of","FI:8268","ADM-RWO - Annual Survey of unions and union members","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",12.37,,,,
"KOR","Korea, Republic of","FI:8268","ADM-RWO - Annual Survey of unions and union members","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",12.48,,,,
"KOR","Korea, Republic of","FI:8268","ADM-RWO - Annual Survey of unions and union members","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",12.44,,,,
"KOR","Korea, Republic of","FI:8268","ADM-RWO - Annual Survey of unions and union members","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",12.02,,,,
"KOR","Korea, Republic of","FI:8268","ADM-RWO - Annual Survey of unions and union members","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",12.43,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"KOR","Korea, Republic of","FI:8268","ADM-RWO - Annual Survey of unions and union members","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",12.53,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"KOR","Korea, Republic of","FI:8268","ADM-RWO - Annual Survey of unions and union members","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",12.47,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"KOR","Korea, Republic of","FI:8268","ADM-RWO - Annual Survey of unions and union members","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",11.57,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"KOR","Korea, Republic of","FI:8268","ADM-RWO - Annual Survey of unions and union members","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",10.95,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"KOR","Korea, Republic of","FI:8268","ADM-RWO - Annual Survey of unions and union members","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",11.44,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LAO","Lao People's Democratic Republic","FX:664","ADM - Trade Union Records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",15.5,,,,
"LBR","Liberia","BA:16","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",20.08,,,,
"LKA","Sri Lanka","FX:661","ADM - Labour Statistics","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",10.1,,,,
"LKA","Sri Lanka","FX:661","ADM - Labour Statistics","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",13.06,,,,
"LKA","Sri Lanka","FX:661","ADM - Labour Statistics","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",15.33,,,,
"LKA","Sri Lanka","FX:661","ADM - Labour Statistics","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",14.44,,,,
"LKA","Sri Lanka","FX:661","ADM - Labour Statistics","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",9.05,,,,
"LKA","Sri Lanka","FX:661","ADM - Labour Statistics","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",24.92,,,,
"LKA","Sri Lanka","FX:661","ADM - Labour Statistics","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",11.54,,,,
"LSO","Lesotho","FI:15","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",4.75,,,,
"LSO","Lesotho","FI:15","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",9.72,,,,
"LTU","Lithuania","FI:8270","ADM-RWO - Records of union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",7.36,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LTU","Lithuania","FI:8270","ADM-RWO - Records of union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",7.13,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LTU","Lithuania","FI:8270","ADM-RWO - Records of union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",7.73,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LTU","Lithuania","FI:8270","ADM-RWO - Records of union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",7.67,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LTU","Lithuania","FI:8270","ADM-RWO - Records of union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",7.86,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LTU","Lithuania","FI:8270","ADM-RWO - Records of union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",8.12,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LTU","Lithuania","FI:8270","ADM-RWO - Records of union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",8.36,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LTU","Lithuania","FI:8270","ADM-RWO - Records of union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",9.02,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LTU","Lithuania","FI:8270","ADM-RWO - Records of union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",9.72,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LTU","Lithuania","FI:8270","ADM-RWO - Records of union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",10.13,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LUX","Luxembourg","FI:8272","ADM-RWO - Records of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",28.23,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize","S9:4134","Reference group coverage: Including non residents"
"LUX","Luxembourg","FI:8272","ADM-RWO - Records of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",30.36,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize","S9:4134","Reference group coverage: Including non residents"
"LUX","Luxembourg","FI:8272","ADM-RWO - Records of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",32.08,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize","S9:4134","Reference group coverage: Including non residents"
"LUX","Luxembourg","FI:8272","ADM-RWO - Records of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",32.25,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize","S9:4134","Reference group coverage: Including non residents"
"LUX","Luxembourg","FI:8272","ADM-RWO - Records of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",33.26,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize","S9:4134","Reference group coverage: Including non residents"
"LUX","Luxembourg","FI:8272","ADM-RWO - Records of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",34.15,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize","S9:4134","Reference group coverage: Including non residents"
"LUX","Luxembourg","FI:8272","ADM-RWO - Records of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",34.83,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize","S9:4134","Reference group coverage: Including non residents"
"LUX","Luxembourg","FI:8272","ADM-RWO - Records of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",35.29,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize","S9:4134","Reference group coverage: Including non residents"
"LUX","Luxembourg","FI:8272","ADM-RWO - Records of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",36.63,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize","S9:4134","Reference group coverage: Including non residents"
"LUX","Luxembourg","FI:8272","ADM-RWO - Records of affiliated and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",36.09,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize","S9:4134","Reference group coverage: Including non residents"
"LVA","Latvia","FI:637","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",10.65,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LVA","Latvia","FI:637","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",11.04,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LVA","Latvia","FI:637","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",11.5,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LVA","Latvia","FI:637","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",11.46,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LVA","Latvia","FI:637","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",12.46,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LVA","Latvia","FI:637","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",12.54,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LVA","Latvia","FI:637","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",12.46,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LVA","Latvia","FI:637","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",12.69,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LVA","Latvia","FI:637","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",13,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"LVA","Latvia","FI:637","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",14.49,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MAR","Morocco","FX:1387","ADM - Other Administrative records and related sources, Strikes and Lockouts","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",10.9,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MAR","Morocco","FX:1387","ADM - Other Administrative records and related sources, Strikes and Lockouts","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",10.32,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MAR","Morocco","FX:1387","ADM - Other Administrative records and related sources, Strikes and Lockouts","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",6.37,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MAR","Morocco","FX:1387","ADM - Other Administrative records and related sources, Strikes and Lockouts","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",6.03,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MDA","Moldova, Republic of","BA:571","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",18.58,,,,
"MDA","Moldova, Republic of","BA:571","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",20.02,,,,
"MDA","Moldova, Republic of","BA:571","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",22.44,,,,
"MDA","Moldova, Republic of","BA:571","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",23.9,,,,
"MDA","Moldova, Republic of","BA:571","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",24.05,,,,
"MDA","Moldova, Republic of","BA:571","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",29.65,,,,
"MDA","Moldova, Republic of","BA:571","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",28.3,,,,
"MDG","Madagascar","BA:1394","LFS - Labour force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",7.22,,,,
"MDG","Madagascar","BA:1394","LFS - Labour force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",10.37,,,,
"MEX","Mexico","BA:463","LFS - National Occupation and Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2020",12.4,,,,
"MEX","Mexico","BA:463","LFS - National Occupation and Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",12.4,,,,
"MEX","Mexico","BA:463","LFS - National Occupation and Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",12,,,,
"MEX","Mexico","BA:463","LFS - National Occupation and Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",12.5,,,,
"MEX","Mexico","BA:463","LFS - National Occupation and Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",12.7,,,,
"MEX","Mexico","BA:463","LFS - National Occupation and Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",13.1,,,,
"MEX","Mexico","BA:463","LFS - National Occupation and Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",13.6,,,,
"MEX","Mexico","BA:463","LFS - National Occupation and Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",13.8,,,,
"MEX","Mexico","BA:463","LFS - National Occupation and Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",14,,,,
"MEX","Mexico","BA:463","LFS - National Occupation and Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",14.7,,,,
"MEX","Mexico","BA:463","LFS - National Occupation and Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",14.5,,,,
"MKD","North Macedonia","FX:8337","ADM - Administrative records and related sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",16.68,,,,
"MKD","North Macedonia","FX:8337","ADM - Administrative records and related sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",28,,,,
"MLI","Mali","BA:219","LFS - Continous Household Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",7.52,,,,
"MLI","Mali","BA:219","LFS - Continous Household Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",7.2,,,,
"MLI","Mali","BA:219","LFS - Continous Household Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",16.45,,,,
"MLI","Mali","BA:219","LFS - Continous Household Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",9.7,,,,
"MLI","Mali","BA:219","LFS - Continous Household Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",18.87,,,,
"MLI","Mali","BA:219","LFS - Continous Household Employment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",9.36,,,,
"MLT","Malta","FI:8274","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2020",41.89,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MLT","Malta","FI:8274","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",42.87,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MLT","Malta","FI:8274","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",44.05,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MLT","Malta","FI:8274","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",46.88,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MLT","Malta","FI:8274","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",47.51,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MLT","Malta","FI:8274","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",48.57,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MLT","Malta","FI:8274","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",49.09,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MLT","Malta","FI:8274","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",51.05,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MLT","Malta","FI:8274","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",51.97,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MLT","Malta","FI:8274","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",52.74,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MLT","Malta","FI:8274","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",53.88,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"MMR","Myanmar","BA:7009","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",1,,,,
"MNE","Montenegro","XX:8296","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",25.83,,,,
"MNG","Mongolia","EA:1429","OE - Official Estimates","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",30.79,,,,
"MNG","Mongolia","EA:1429","OE - Official Estimates","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",32.85,,,,
"MNG","Mongolia","EA:1429","OE - Official Estimates","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",36.03,,,,
"MNG","Mongolia","EA:1429","OE - Official Estimates","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",38.25,,,,
"MNG","Mongolia","EA:1429","OE - Official Estimates","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",38.57,,,,
